location,name,telefon lub inny kontakt,status,www1,last_activity_date,www2,email1,email2,address,city,date_created_text,description,dzien,miesiac,year_created,date_created,year_expired,full_address,lon,lat
Świętochów,Stacja Badawcza,604 201 266,aktywny,https://www.facebook.com/stacjabadawcza/,2022-02-12T00:00:00Z,http://stacjabadawcza.pl/,biuro@stacjabadawcza.pl,NA,"Wiosenna 36, 05-555",Świętochów,6 listopada 2016,Fundacja na rzecz rozwoju i nauki dzieci i dorosłych. Udostępniamy przestrzeń twórczej pracy badawczej dając możliwość realizacji własnych projektów.,6,11,2016,2016-11-06T00:00:00Z,2022,"Wiosenna 36, 05-555 Świętochów Poland",20.773173,51.957726
Rzeszów,Hacklab Rzeszów,-,nieaktywny,https://www.facebook.com/HackLabRzeszow/,2016-06-06T00:00:00Z,NA,wysłałem na fb,NA,NA,Rzeszów,28 kwietnia 2014,Przestrzeń Kreatywna w Stolicy Innowacji.,28,4,2014,2014-04-28T00:00:00Z,2016,NA Rzeszów Poland,22.0192309,50.06992289999999
Bielsko Biała,FabLab Bielsko Biała,NA,aktywny,https://www.facebook.com/fablab24/,2022-05-11T00:00:00Z,http://www.fablab24.pl/,fablab24@arrsa.pl,NA,"Cieszyńska 365, 43-382",Bielsko Biała,4 kwietnia 2017,"FabLab to laboratorium produkcji, miejsce gdzie swój pomysł możesz zamienić w rzeczywisty przedmiot! Koncentrujemy się na druku 3D, szybkim prototypowaniu i modelowaniu przestrzennym. Szkolimy, testujemy, jesteśmy otwarci dla wszystkich!",4,4,2017,2017-04-04T00:00:00Z,2022,"Cieszyńska 365, 43-382 Bielsko Biała Poland",18.988249,49.8079136
Chorzów,Bobrowe Żeremia,502 495 980,aktywny,https://www.facebook.com/BobroweZeremia/,2022-05-07T00:00:00Z,NA,bobrowezeremia@gmail.com,NA,NA,Chorzów,7 maja 2015,"Fundacja Bobrowe Żeremia, to miejsce gdzie tradycja spotyka się z współczesnością, a nasze działania kręcą się wokół drewna, kajaków, jachtów oraz mebli.",7,5,2015,2015-05-07T00:00:00Z,2022,NA Chorzów Poland,18.9545728,50.2974884
Słupsk,FabLab Słupsk,691 439 985,aktywny,https://www.facebook.com/FablabSlupsk/,2022-05-11T00:00:00Z,http://coolturka.eu/,coolturka.klub@gmail.com,NA,NA,Słupsk,16 czerwca 2016,NA,16,6,2016,2016-06-16T00:00:00Z,2022,NA Słupsk Poland,17.0283557,54.4643059
Głogów,Workspace Głogów,604 352 965,aktywny,https://www.facebook.com/Workspace-G%C5%82og%C3%B3w-1513567408732982/,2022-01-27T00:00:00Z,NA,motzart@interia.pl,NA,NA,Głogów,14 października 2017,"reatywna przestrzeń - Ludzie, Pasja , Warsztaty
Workspace Głogów to miejsce i ludzie którzy pragną rozwijać się i kreatywnie spędzać czas.
Eko stolarka to stolarka z dużą dozą kreatywności. Warsztaty eko stolarki to zajecia podczas których można poznać podstawy
stolarki nauczyć się jak poddać efektownej renowacji stare meble oraz, drewniane przedmioty oraz z pozoru bezużyteczne drewno
przemienić w ciekawy mebel.Będzie intensywnie, pracowicie i wesoło. Pracownia eko stolarki to nie tylko warsztaty to również
możliwość poznania ciekawych ludzi, relizacji swoich projektów oraz przedewszystkim to świetny sposób na spędzenie kreatywnie
wolnego czasu oraz nauczenie się nowych umiejętności. Jednak bez obaw – przed przystąpieniem do prac, nauczymy Was do czego
dane narzędzia służą i jak bezpiecznie i prosto z nich korzystać!",14,10,2017,2017-10-14T00:00:00Z,2022,NA Głogów Poland,16.0846672,51.66358520000001
Głogów,OpenLab Głogów,512 370 472,aktywny,https://www.facebook.com/OPENLABglogowPL/,2022-04-27T00:00:00Z,http://openlab.glogow.pl/,openlab@openlab.glogow.pl,NA,"Perseusza 13, 67-200",Głogów,22 lutego 2017,"Od 2006 roku działamy na rzecz społeczności lokalnej Głogowa i okręgu miedziowego. Promujemy ideę „zrób to sam”, rzemiosło, edukację nieformalną i zrównoważony rozwój. Prowadzimy warsztaty i spotkania z zakresu edukacji artystycznej, partycypacji społecznej, aktywności obywatelskiej, projektowania, tradycyjnych technik rzemieślniczych jak i nowych technologii. Organizatorzy: Fundacja Lokalnych Inicjatyw Społecznych (FLIS.org.pl) i Stowarzyszenia dla Dzieci i Młodzieży SZANSA (www.SZANSA.glogow.org)",22,2,2017,2017-02-22T00:00:00Z,2022,"Perseusza 13, 67-200 Głogów Poland",16.0591618,51.652082299999996
Marcinów,Osada Twórców,NA,aktywny,https://www.facebook.com/OsadaTworcow/,2022-05-11T00:00:00Z,NA,osada@cohabitat.net,NA,NA,Marcinów,8 listopada 2013,"Prototyp dobrego sąsiedztwa i wspólnoty energetycznej na wsi :)
Osada Twórców to samowystarczalna wioska w budowie, miejsce, gdzie pasjonaci naturalnego i przyjaznego naturze stylu życia rozwijają alternatywne technologie w zakresie uprawy żywności, budownictwa naturalnego i energetyki oraz wprowadzają je życie - we własne życie codzienne na wsi.",8,11,2013,2013-11-08T00:00:00Z,2022,NA Marcinów Poland,22.3004093,51.4631886
Września,Freelab Września,880 414 881,aktywny,https://www.facebook.com/freelab/,2022-05-11T00:00:00Z,http://www.freelab.edu.pl/,freelab.wrzesnia@gmail.com,NA,"Kościelna 2, 62-300",Września,21 listopada 2013,"Stowarzyszenie propagujące kreatywne i twórcze wykorzystanie nowoczesnych technologii
Stowarzyszenie poszerzające horyzonty i rozwijające kreatywność w zakresie techniki.
Zajęcia prowadzone są we wtorki, środy i soboty, ul. Miłosławska 5, Września.",21,11,2013,2013-11-21T00:00:00Z,2022,"Kościelna 2, 62-300 Września Poland",17.5637229,52.3261896
Katowice,Hackerspace Silesia,-,aktywny,https://www.facebook.com/HackerspaceSilesia/,2022-05-01T00:00:00Z,http://hs-silesia.pl/,info@hs-silesia.pl,NA,"Ondraszka 17, 40-857",Katowice,27 stycznia 2014,"Oficjalna strona FB Hackerspace Silesia. Jesteśmy społecznością kreatywnych ludzi którzy spotykają się w miejscu, gdzie mogą tworzyć, integrować się oraz realizować zwariowane projekty. Pokaż mniej
Oficjalny fanpage Hackerspace Silesia. Zapraszamy na nasze czwartkowe spotkania o godzinie 18.00.",27,1,2014,2014-01-27T00:00:00Z,2022,"Ondraszka 17, 40-857 Katowice Poland",18.9957627,50.2639024
Kielce,Własnoręczni,41 367 68 01,nieaktywny,https://www.facebook.com/W%C5%82asnor%C4% 99czni-371908609561687/,2019-04-29T00:00:00Z,NA,info@idkielce.pl,NA,Zamkowa 3,Kielce,1 listopada 2012,"bezpłatne warsztaty z dizajnem w tle (projektowanie społecznie zaangażowane, recykling, D.I.Y, rękodzieło, ekologia) dla dorosłych lub dla dzieci organizowane przez Instytut Dizajnu w Kielcach Pokaż mniej
WŁASNORĘCZNI & SELFMADE to program, w którym IDK zaprasza do rozwijania i pogłębiania swojej wiedzy i umiejętności w obszarze designu, by poprzez wspólną pracę stał się on elementem naszej CODZIENNOŚCI",1,11,2012,2012-11-01T00:00:00Z,2019,Zamkowa 3 Kielce Poland,20.6268294,50.86799269999999
Kielce,FabLab Kielce,535 134 043,NA,https://www.facebook.com/fablabkielce/,2022-05-11T00:00:00Z,http://www.fablabkielce.pl/,info@fablabkielce.pl,NA,NA,Kielce,13 czerwca 2013,Druk 3D - drukowanie i skanowanie przestrzenne jest teraz dostępne w Kielcach.,13,6,2013,2013-06-13T00:00:00Z,2022,NA Kielce Poland,20.6285677,50.8660773
Opole,Respace,609 812 098,nieaktywny,https://www.facebook.com/respaceopole/,2021-03-11T00:00:00Z,NA,kontakt@respace.pl,NA,"Armii Krajowej 9, 45-071",Opole,16 grudnia 2013,"Interesujesz się: programowaniem, elektroniką, konstrukcjami. Jesteś osobą kreatywna? Dołącz do nas!",16,12,2013,2013-12-16T00:00:00Z,2021,"Armii Krajowej 9, 45-071 Opole Poland",17.9342125,50.6612168
Gliwice,Warsztat Miejski w Gliwicach,32 494 41 14,NA,https://www.facebook.com/warsztatmiejski/,2022-05-11T00:00:00Z,warsztatmiejski.pl,halo@warsztatmiejski.pl,NA,"Pszczyńska 1A, 44-100",Gliwice,12 czerwca 2016,"Warsztat Miejski - jest społecznością skupioną wokół idei ""make"". Jesteśmy społecznością skupioną jako grupa inicjatywna „Warsztat Miejski w Gliwicach” i jako taka dążymy do stworzenia w Gliwicach przestrzeni do pracy dla makerów (majsterkowiczów, twórców, artystów). Przestrzeni zarówno fizycznej, którą rozumiemy jako kompleksowo wyposażony warsztat dostępny dla mieszkańców miasta siedem dni w tygodniu, jak również przestrzeni społecznej, którą staramy się tworzyć poprzez realizację projektów społecznych – roboczych i warsztatowych oraz organizację imprez aktywizujących Gliwiczan do działania w obszarze ruchu „make” i majsterkowania.

Chcemy aby Warsztat był miejscem, gdzie ludzie z różnych dziedzin spotykają się, dzielą się swoimi doświadczeniami, realizują projekty, eksperymentują, łączą różne punkty widzenia. Miejscem dla każdego, kto ma w sobie pasję majsterkowania i tworzenia, niezależnie od wykonywanego zawodu, niezależnie od wieku.",12,6,2016,2016-06-12T00:00:00Z,2022,"Pszczyńska 1A, 44-100 Gliwice Poland",18.6685837,50.2896754
Wałbrzych,B-10 CIty Lab,74 665 53 47,aktywny,https://www.facebook.com/b10citylab/,2022-02-07T00:00:00Z,http://citylab.walbrzych.eu/,kontakt@citylab.walbrzych.eu,NA,"Wysockiego 29, 58-304",Wałbrzych,6 sierpnia 2018,B-10 City Lab to nowoczesne oraz inspirujące miejsce dla ludzi związanych z nowoczesną technologią.,6,8,2018,2018-08-06T00:00:00Z,2022,"Wysockiego 29, 58-304 Wałbrzych Poland",16.2565618,50.7767669
Wałbrzych,Hackerspace Wałbrzych,605 191 396,nieaktywny,https://www.facebook.com/HackerSpaceWalbrzych/,2019-09-25T00:00:00Z,NA,biuro@veotech.pl,NA,NA,Wałbrzych,25 września 2018,"Jesteśmy organizacją skupiającą pracowników branży IT oraz sympatyków nowych technologii głównie z Wałbrzycha i okolic, ale nie tylko.",25,9,2018,2018-09-25T00:00:00Z,2019,NA Wałbrzych Poland,16.2843553,50.7840092
Zielona Góra,Makerspace laboratorium,737 643 658,NA,https://www.facebook.com/makerspacelaboratorium/,2022-03-04T00:00:00Z,NA,laboratorium.fundacja@gmail.com,NA,NA,Zielona Góra,3 sierpnia 2018,Centrum nowych technologii,3,8,2018,2018-08-03T00:00:00Z,2022,NA Zielona Góra Poland,15.5061862,51.9356214
Konin,M-lab Konin,791 363 471,aktywny,https://www.facebook.com/mlabkonin/,2022-05-08T00:00:00Z,http://m-lab.konin.pl/,mlab.konin@gmail.com,NA,"3 Maja 1-3, 62-500",Konin,16 stycznia 2018,"M-LAB tworzony jest przez młodych i dla młodych – to miasto będzie kiedyś należało do nas, to my będziemy mieć wpływ na to, jak się będzie mieszkało i co się będzie działo w Koninie.

W procesie realizacji działań M-LABu najważniejsze jest uczestnictwo młodzieży i włączenie ich w aktywne tworzenie. Kreujemy SWOJE DZIAŁANIA I SWOJE MIEJSCE, dajemy mu życie, imię i charakter.

Partnerem wiodącym do spraw rozwoju młodzieżowego ruchu społecznego wokół M-LAB jest Młodzieżowy Dom Kultury w Koninie.",16,1,2018,2018-01-16T00:00:00Z,2022,"3 Maja 1-3, 62-500 Konin Poland",18.2546363,52.2111988
Ełk,Makerspace Ełk,792 238 292,NA,https://www.facebook.com/warsztatkreatywnoscielk/,NA,NA,tomasz.gabrus@gmail.com,NA,NA,Ełk,NA,NA,NA,NA,NA,NA,NA,NA Ełk Poland,22.3226647,53.8235617
Jarocin,FabLab Jarocin,-,NA,https://www.facebook.com/MinifablabJarocin/,2020-04-17T00:00:00Z,NA,b.piotrowicz@jarocinska.pl,NA,NA,Jarocin,8 lutego 2017,"Miejsce, w którym łączymy nowe technologie z rzemiosłem. Łączymy ludzi z pasją:)
MiniFabLab to miejsce, w którym spotykają się ludzie z pasją, w którym łączą się nowe technologie z rzemiosłem. Miejsce, w którym prowadzone są warsztaty dla dzieci i młodzieży. Projekt realizowany dzięki dotacji z Fundacji BZ WBK oraz Fundacji Batorego",8,2,2017,2017-02-08T00:00:00Z,2020,NA Jarocin Poland,17.5019414,51.9724492
Lublin,Warsztaty Kultury,81 533 08 18,NA,https://www.facebook.com/WarsztatyKultury/,2022-05-11T00:00:00Z,http://warsztatykultury.pl/,e.orzeszko@warsztatykultury.pl,NA,NA,Lublin,12 października 2009,NA,12,10,2009,2009-10-12T00:00:00Z,2022,NA Lublin Poland,22.5747275,51.2509458
Zabrze,Leonardo lab,32 231 64 43,NA,https://www.facebook.com/leonardolabpl/,2020-11-14T00:00:00Z,http://www.leonardolab.pl/,info@apagroup.pl,NA,"Roosevelta 40, 41-800",Zabrze,4 grudnia 2017,"Co łączy inżynierię, medycynę, psychologię, socjologię, architekturę, design? Człowiek. Dlatego nauka, to pojęcie interdyscyplinarne.",4,12,2017,2017-12-04T00:00:00Z,2020,"Roosevelta 40, 41-800 Zabrze Poland",18.7784187,50.296388
Czerniec,Permakultura farma Czerniec,662 126 383,aktywny,https://www.facebook.com/Permakultura-Farma- Czerniec-299926226881437/,2022-05-07T00:00:00Z,http://farmaczerniec.pl/,czerniec@op.pl,NA,NA,Czerniec,12 listopada 2014,"Zdrowe, permakulturowe (ultra ekologiczne) jedzenie produkowane na farmie dbającej o ekosystem.
Mleko krówek rasy Jersey A2/A2 (nie uczula) i owcze, sery, jogurty, śmietana, masło, kefiry.
Warzywa bez chemikaliów na żywym kompoście",12,11,2014,2014-11-12T00:00:00Z,2022,NA Czerniec Poland,20.4091116,49.5610429
NA,Amatorski warsztat domowy,-,nieaktywny,https://www.facebook. com/AmatorskiWarsztatDomowy/,2017-04-20T00:00:00Z,https://warsztat-domowy.pl/,warsztat@warsztat-domowy.pl,NA,NA,Izabelin,22 czerwca 2012,"Domowy warsztat to miejsce, w którym dzieje się wiele. To jest miejsce realizacji pasji, doskonalenia umiejętności, trenowania charakteru.
Domowy warsztat to miejsce tajemnicze, magiczne. Owiane magią świecących narzędzi i pyłu drewnianego.
To miejsce, które przyciąga wszystkich jednocześnie budząc w nich respekt.
To miejsce w którym powstają piękne i użyteczne rzeczy.
Tu też chętnie spędzamy czas na hartowaniu swojego ducha, doskonaleniu umiejętności.
Warsztat domowy to sposób na pełne, bogate i ciekawe życie.",22,6,2012,2012-06-22T00:00:00Z,2017,NA Izabelin Poland,20.8299999,52.3
Warszawa,Otwarta pracownia cyfrowa,889 981 780,nieaktywny,https://www.facebook.com/otwartapracowniacyfrowa/,2017-02-06T00:00:00Z,http://adhoc.org.pl/opc/,fundacja@adhoc.org.pl,NA,"Bysławska 79A/14, 04-933",Warszawa,22 marca 2014,"Otwarta Pracownia Cyfrowa to wyjątkowe miejsce na mapie Wawra, trochę sprzętu komputerowego oraz wybuchowa mieszanka entuzjazmu i pozytywnej energii.
Promujemy nowoczesne technologie poprzez interesujące projekty wychodzące naprzeciw oczekiwaniom i potrzebom mieszkańców. Organizujemy zajęcia komputerowe dla dzieci, młodzieży, dorosłych i seniorów.
Nasze podstawowe zasady to elastyczność – słuchanie i branie pod uwagę zarówno potrzeb uczestników, jak pomysłów prowadzących zajęcia, oraz niepobieranie opłat od uczestników. Cieszy nas, że wokół Pracowni tworzy się społeczność, że przyciągamy ludzi, którzy nie tylko chcą skorzystać z naszej oferty, ale też dzielić się wiedzą i prowadzić nieodpłatne zajęcia dla innych. Chcemy, by Pracownia była miejscem otwartym dla wszystkich, gdzie każdy może realizować swoje idee. W tym roku, dzięki dotacji z programu „Aktywna warszawska młodzież”, oferujemy mini-granty dla grup młodzieżowych na realizację projektów wykorzystujących nowe technologie na rzecz lokalnej społeczności. Poza finansowym wsparciem zapewniamy opiekę mentorów, szkolenia oraz miejsce i sprzęt potrzebny na realizację inicjatyw",22,3,2014,2014-03-22T00:00:00Z,2017,"Bysławska 79A/14, 04-933 Warszawa Poland",21.2052656,52.1601787
Bytom,Krystyna FabLab MakerSpace,720 120 720,NA,https://www.facebook.com/Krystyna-FabLab- MakerSpace-1824346971118090/,2021-08-08T00:00:00Z,NA,fajna@fajna.eu,NA,"Zabrzańska 7K, 41-907",Bytom,9 października 2016,NA,9,10,2016,2016-10-09T00:00:00Z,2021,"Zabrzańska 7K, 41-907 Bytom Poland",18.9085622,50.340356
Warszawa,Rękoczyn,533 998 963,NA,https://www.facebook.com/rekoczynny/,2022-05-11T00:00:00Z,http://rekoczyn.org/,rekoczynny@gmail.com,NA,NA,Warszawa,17 marca 2016,"“Rękoczyn"" dawniej oznaczało: rękodzieło, pracę ręczną, manufakturę. Współcześnie nieco odeszliśmy od tej definicji.., ale nadszedł czas, żeby do niej wrócić! :)
Rękoczyn to wspólna inicjatywa nieformalnej grupy majsterkowiczów i Ośrodka Kultury Ochoty. Rękoczyn to warsztat otwarty, laboratorium majsterkowania i twórczych pomysłów. Przestrzeń do pracy i atmosfera stworzona do tego, żeby wydobywać pokłady kreatywności, tworzyć rzeczy ładne i praktyczne od podstaw. Naszym celem jest pomagać i inspirować tych, którzy też chcą tworzyć, ale nie wiedzą, jak się za to zabrać.
Rękoczyn to:
* zajęcia dla dzieci, które prowadzą niezwykłe ekozwierzaki
* warsztaty dla dorosłych - stolarka, projektowanie, majsterkowanie
* projekty autorskie - tworzenie, testowanie, pomoc ekspercka",17,3,2016,2016-03-17T00:00:00Z,2022,NA Warszawa Poland,21.0122287,52.2296756
Zielona góra,Fabryka Pasji,NA,NA,https://www.facebook.com/FundacjaFabrykaPasji/,2020-03-20T00:00:00Z,https://fabrykapasji.org/,kontakt@fabrykapasji.org,NA,"Leona Wyczółkowskiego 79, 65-140",Zielona góra,3 lutego 2015,"Witaj na stronie Fabryki Pasji - nowego zielonogórskiego Fab Labu! U nas możesz realizować swoje pasje, zlecenia, rozwijać swoją firmę.
Na prawie 300m2 masz do dyspozycji kilka pracowni wyposażonych w sprzęt do majsterkowania. Mamy stolarnię, ślusarnię, pracownię elektroniczną, warsztat druku 3d, serwis rowerowy, studio fotograficzne i ciągle się rozwijamy :)
Jesteś majsterkowiczem? Wpadnij do nas
",3,2,2015,2015-02-03T00:00:00Z,2020,"Leona Wyczółkowskiego 79, 65-140 Zielona góra Poland",15.4618306,51.9371823
Wrocław,Tworzywo,517 187 946,nieaktywny,https://www.facebook.com/fundacjatworzywo/,2015-12-14T00:00:00Z,NA,tworzywowroclaw@gmail.com,NA,NA,Wrocław,2 marca 2015,"Miejsce otwarte wyposażone w podstawowe narzędzia i maszyny aby przeprowadzić proces tworzenia ""prawie wszystkiego""",2,3,2015,2015-03-02T00:00:00Z,2015,NA Wrocław Poland,17.0385376,51.1078852
Wrocław,Materia,517 187 946,nieaktywny,https://www.facebook.com/materiatech/,2020-03-07T00:00:00Z,NA,materiawroclaw@gmail.com,NA,NA,Wrocław,14 listopada 2015,"Materia Fab Lab to otwarta pracownia, w której możesz wynająć pomieszczenie, wykupić abonament lub wziąć udział w warsztatach rzemieślniczych.
Specjalizujemy się w stolarce, obróbce metalu, szyciu, dzierganiu, fotografii, malowaniu i innych artystycznych dziedzinach.
Jeśli szukasz miejsca do działania lub ludzi, z którymi chcesz współtworzyć projekty wpadnij do nas na dni otwarte w każdą środę od 18-20 :)",14,11,2015,2015-11-14T00:00:00Z,2020,NA Wrocław Poland,17.0385376,51.1078852
Toruń,FabLab Majstrownia Toruń,-,NA,https://www.facebook.com/majstrownia/,2017-06-04T00:00:00Z,NA,fundacja.majstrownia@gmail.com,NA,NA,Toruń,12 lutego 2016,"Idea FabLabu kompletnie zainfekowała nasze głowy i zamarzyło nam się, żeby taką właśnie przestrzeń stworzyć w Toruniu.
Przede wszystkim chcemy wyremontować i wyposażyć miejsce, w którym każdy Torunianin będzie mógł realizować swoje hobby i projekty prac ręcznych. Nie ważne czy chodzi o robienie na drutach, zbicie sobie półki, czy wydrukowanie figurki 3D.
Pragniemy organizować warsztaty, na których będzie można nauczyć się wielu umiejętności przez niektórych pewnie postrzeganych jako dziwne lub niepotrzebne, ale też takich, które przydadzą się w codziennym życiu.
Na tym profilu będziemy informować Was o naszych postępach, konsultować swoje plany i pomysły i chwalić się osiągnięciami.
",12,2,2016,2016-02-12T00:00:00Z,2017,NA Toruń Poland,18.5984437,53.0137902
Gdańsk,Cumy,790 739 493,NA,https://www.facebook.com/cumy.stocznia,2022-04-23T00:00:00Z,"
https://www.meetup.com/pl-PL/cumy-open-workshop-gdansk/
",cumy.stocznia@gmail.com,NA,"Doki 1, 80-958",Gdańsk,21 listopada 2019,"CUMY to warsztat otwarty w bardzo elastycznych godzinach. Tworzymy grupę przedsiębiorców i hobbystów - popracujesz tu o 7 rano i 7 wieczorem. Rozwijamy swój biznes jak i pasje! Możesz nas odwiedzić na kilka godzin, lub zostać na parę miesięcy",21,11,2019,2019-11-21T00:00:00Z,2022,"Doki 1, 80-958 Gdańsk Poland",18.6490071,54.3599311
Radom,FabLab Radom,NA,aktywny,http://www.fundacjakreatywnychinnowacji.org/fablab/,2020-08-31T00:00:00Z,http://www.fablab.radom.pl/,fundacjakreatywnychinnowacji@gmail.com,NA,NA,Radom,30 lipca 2020,"FabLab Radom gromadzi różnorodnych ludzi, chcących dzielić się z innymi swoimi umiejętnościami, pasjami oraz doświadczeniem.
Tworzymy miejsce pełne synergii, przyjazne pracy grupowej, gdzie powstaje innowacja..",30,7,2020,2020-07-30T00:00:00Z,2020,NA Radom Poland,21.1471333,51.40272359999999
Kraków,Makerspace Kraków,509 223 990,aktywny,https://www.facebook.com/makerspacekrakow,2022-05-11T00:00:00Z,http://makerspacekrakow.com/,makerspacekrk@gmail.com,NA,"Obrońców Modlina 5/223, 30-733",Kraków,22 lipca 2019,"Przestrzeń, narzędzia, materiały oraz plotery laserowe do Twojego użytku. Uczymy obsługi i pomagamy przy projektach. Odwiedź nas i zobacz co mamy do zaoferowania :)",22,7,2019,2019-07-22T00:00:00Z,2022,"Obrońców Modlina 5/223, 30-733 Kraków Poland",20.0085866,50.0375099
Kraków,FabLab Kraków,690 809 111,aktywny,https://www.facebook.com/FabLabKrakow/,2022-05-02T00:00:00Z,"
https://fablabkrakow.pl/",kontakt@fablabkrakow.pl,NA,"Osiedle Urocze 11, 31-953",Kraków,26 maja 2017,"Wspólnymi siłami budujemy FabLab Kraków. Miejsce gdzie spotykają się ludzie zarażeni fascynacją budowania. Zajmujemy się wszystkim co tylko wpadnie nam w ręce. W tej chwili nasze ulubione zajęcia to:

Wycinanie kompletnie przypadkowych rzeczy na laserze CO2 ze sklejki, kartonu i tworzyw sztucznych.

Prototypowanie urządzeń elektronicznych - bazując na Arduino, Raspberry Pi lub z czego popadnie.

Ostrożne eksperymenty z maszynami do szycia.

Ćwiczenia cierpliwości przy druku 3D.

Organizowanie warsztatów o różnorodnej tematyce",26,5,2017,2017-05-26T00:00:00Z,2022,"Osiedle Urocze 11, 31-953 Kraków Poland",20.037558400000002,50.07889290000001
Warszawa,Męska Szopa Wola,735 599 931,aktywny,https://www.facebook.com/meskaszopawola,2022-05-11T00:00:00Z,https://wck-wola.pl/nasze-miejsca/meska-szopa/,a.kadenaci@wck-wola.pl,NA,NA,Warszawa,23 sierpnia 2019,"Męska Szopa jest sąsiedzkim warsztatem stolarskim. To już czwarta tego rodzaju placówka, która powstała w Polsce we współpracy ze szwedzką siecią multimarketów Jula. Nasza Męska Szopa jest inspirowana siecią Men’s Shed, która powstała i funkcjonuje w Australii. Tego typu warsztaty działają z powodzeniem także w innych krajach m.in. w Wielkiej Brytanii czy Holandii. Majsterkowicze z najbliższej okolicy mogą w nich bezpłatnie korzystać z narzędzi i realizować wspólne projekty. Niech nie zwiedzie was nazwa tego miejsca. Męskie Szopy to przestrzeń dla wszystkich – płeć i wiek nie mają znaczenia. Każdy mieszkaniec może skorzystać ze specjalistycznego sprzętu stolarskiego i wykonać na miejscu to, co sobie wymarzy. Można zbudować coś od podstaw, naprawić lub przerobić gotowy sprzęt zgodnie z potrzebami. Każdy użytkownik może dostać też wsparcie wolontariuszy i wolontariuszek, którzy pełnią dyżury w Męskiej Szopie. Nasze ekspertki i nasi eksperci doradzą oraz pomogą w obsłudze dostępnych narzędzi.

Męska Szopa to coś więcej niż przestrzeń do prac stolarskich. Chcemy, żeby mieszkańcy podczas wizyty w naszym warsztacie mogli nawiązywać nowe relacje i integrować się. Wspólna praca zachęca do wymiany umiejętności i doświadczeń, co może zaowocować realizacją wspólnych pomysłów wpływających pozytywnie na jakość życia lokalnej społeczności. Męska Szopa pełni też rolę platformy przywracającej pamięć o robotniczej historii Woli i dziedzictwie wielopokoleniowych zakładów rzemieślniczych, które do tej pory funkcjonują na terenie naszej dzielnicy.

Ważnym celem działalności Męskiej Szopy jest aktywizacja mężczyzn, którzy przeszli na emeryturę. Kluby Seniora i Uniwersytetu Trzeciego Wieku są środowiskami silnie sfeminizowanymi, ponieważ ich oferta lepiej trafia w potrzeby kobiet. Przy współpracy z organizacjami seniorskimi z Woli będziemy zapraszać mężczyzn 60+ do korzystania z Męskiej Szopy i dzielenia się swoimi umiejętnościami technicznymi z innymi mieszkańcami.

Istnieje możliwość bezpłatnego użyczenia przestrzeni Męskiej Szopy na potrzeby działań społecznych dla grup zorganizowanych, które zapewnią własnego eksperta w zakresie stolarstwa. W tej sprawie proszę się skontaktować z koordynatorem Męskiej Szopy.",23,8,2019,2019-08-23T00:00:00Z,2022,NA Warszawa Poland,21.0122287,52.2296756
Warszawa,Makerspace @UW,22 554 07 35,aktywny,NA,2022-05-11T00:00:00Z,http://makerspace.uw.edu.pl/pl/,makerspace@uw.edu.pl,NA,Pasteura 5,Warszawa,NA,"Makerspace@UW to nie tylko przestrzeń Wydziału Fizyki Uniwersytetu Warszawskiego, ale i społeczność oraz sposób myślenia. W tym przedsięwzięciu pomaga nam zespół Inkubatora UW z którym mamy wiele wspólnych celów. Nasza inicjatywa jest skierowana do wszystkich osób społeczności Uniwersytetu Warszawskiego i Warszawskiego Uniwersytetu Medycznego, które chciałyby robić w swoim życiu coś więcej. Na pewno odnajdą się tu aspirujący twórcy, praktycy, pasjonaci nowych technologii ale też osoby poszukujące dopiero swojej pasji. Mamy nadzieję, że Makespace@UW będzie nas stymulować do wspólnego działania, w wyniku czego powstanie wiele ciekawych projektów i inicjatyw. Nasza działalność jest efektem realizacj projektu Centrum Nowych Technologii ‘Ochota’ – drugi etap budowy budynku Wydziału Fizyki Uniwersytetu Warszawskiego (CeNT II.2).",NA,NA,NA,2017-03-01T00:00:00Z,2022,Pasteura 5 Warszawa Poland,20.9826522,52.2125339
